#Parameters: alpha = 1, beta = 2, sigma = 3, kappa = 0.5, delta_P = 0.1, delta_F = 0.1, K = 1000, P0 = 90, F0 = 10, Ts = 10
#Ncomp	P	F
#---------------------------------
1	0	0.899
2	0	0.899
3	0	0.899
4	0	0.899
5	0	0.899
6	0	0.899
7	0	0.899
8	0	0.899
9	0	0.899
10	0	0.899
11	0	0.899
12	0	0.899
13	0	0.899
14	0	0.899
15	0	0.899
16	0	0.899
17	0	0.899
18	0	0.899
19	0	0.899
20	0	0.899
21	0	0.899
22	0	0.899
23	0	0.899
24	0	0.899
25	0	0.899
26	0	0.899
27	0	0.899
28	0.979	0
29	0.979	0
30	0.979	0
31	0.979	0
32	0.979	0
33	0.979	0
34	0.979	0
35	0.979	0
36	0.979	0
37	0.979	0
38	0.979	0
39	0.979	0
40	0.979	0
41	0.979	0
42	0.979	0
43	0.979	0
44	0.979	0
45	0.979	0
46	0.979	0
47	0.979	0
48	0.979	0
49	0.979	0
50	0.979	0
51	0.979	0
52	0.979	0
53	0.979	0
54	0.979	0
55	0.979	0
56	0.979	0
57	0.979	0
58	0.979	0
59	0.979	0
60	0.979	0
61	0.979	0
62	0.979	0
63	0.979	0
64	0.979	0
65	0.979	0
66	0.979	0
67	0.979	0
68	0.979	0
69	0.979	0
70	0.979	0
71	0.979	0
72	0.979	0
73	0.979	0
74	0.979	0
75	0.979	0
76	0.979	0
77	0.979	0
78	0.979	0
79	0.979	0
80	0.979	0
